timestamp,RAM_Usage_In_Percentage,CPU_Usage_In_Percentage,DISK_Usage_In_Percantage
Fri 21 Jan 2022 13:52:19 +0000,54.6,6.3,17.9
Fri 21 Jan 2022 13:52:29 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 13:52:39 +0000,54.6,7.4,17.9
Fri 21 Jan 2022 13:52:49 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 13:52:59 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 13:53:09 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 13:53:19 +0000,54.6,6.5,17.9
Fri 21 Jan 2022 13:53:29 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 13:53:39 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 13:53:49 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 13:53:59 +0000,54.6,8.9,17.9
Fri 21 Jan 2022 13:54:09 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 13:54:19 +0000,54.6,6.7,17.9
Fri 21 Jan 2022 13:54:29 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 13:54:39 +0000,54.6,5.7,17.9
Fri 21 Jan 2022 13:54:49 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 13:54:59 +0000,54.6,6.0,17.9
Fri 21 Jan 2022 13:55:09 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 13:55:19 +0000,54.6,8.0,17.9
Fri 21 Jan 2022 13:55:29 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 13:55:39 +0000,54.6,5.6,17.9
Fri 21 Jan 2022 13:55:49 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 13:55:59 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 13:56:09 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 13:56:19 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 13:56:29 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 13:56:39 +0000,54.6,5.6,17.9
Fri 21 Jan 2022 13:56:49 +0000,54.6,7.1,17.9
Fri 21 Jan 2022 13:56:59 +0000,54.6,6.9,17.9
Fri 21 Jan 2022 13:57:09 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 13:57:19 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 13:57:29 +0000,54.6,6.9,17.9
Fri 21 Jan 2022 13:57:39 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 13:57:49 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 13:57:59 +0000,54.6,7.4,17.9
Fri 21 Jan 2022 13:58:09 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 13:58:19 +0000,54.6,4.7,17.9
Fri 21 Jan 2022 13:58:29 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 13:58:39 +0000,54.6,5.7,17.9
Fri 21 Jan 2022 13:58:49 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 13:58:59 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 13:59:09 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 13:59:19 +0000,54.6,4.4,17.9
Fri 21 Jan 2022 13:59:29 +0000,54.6,8.8,17.9
Fri 21 Jan 2022 13:59:39 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 13:59:49 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 13:59:59 +0000,54.6,11.7,17.9
Fri 21 Jan 2022 14:00:09 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:00:19 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:00:29 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 14:00:39 +0000,54.6,5.9,17.9
Fri 21 Jan 2022 14:00:49 +0000,54.7,7.6,17.9
Fri 21 Jan 2022 14:00:59 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 14:01:09 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:01:19 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:01:29 +0000,54.6,6.9,17.9
Fri 21 Jan 2022 14:01:39 +0000,54.6,6.5,17.9
Fri 21 Jan 2022 14:01:49 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:01:59 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 14:02:09 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:02:19 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 14:02:29 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 14:02:39 +0000,54.6,7.0,17.9
